2019-10-11T13:29:15,1910111329150000000,f
2019-10-11T13:30:45,1910111330450000000,f
2019-10-11T13:32:15,1910111332150000000,f
2019-10-11T13:33:45,1910111333450000000,f
2019-10-11T13:35:15,1910111335150000000,f
2019-10-11T13:36:45,1910111336450000000,f
2019-10-11T13:38:15,1910111338150000000,f
2019-10-11T13:39:45,1910111339450000000,f
2019-10-11T13:41:15,1910111341150000000,f
2019-10-11T13:42:45,1910111342450000000,f
2019-10-11T13:44:15,1910111344150000000,f
2019-10-11T13:44:33,1910111344330000000,f
2019-10-11T13:44:51,1910111344510000000,f
2019-10-11T13:45:09,1910111345090000000,t
2019-10-11T13:45:27,1910111345270000000,t
2019-10-11T13:45:45,1910111345450000000,f
2019-10-11T13:46:03,1910111346030000000,f
2019-10-11T13:46:21,1910111346210000000,f
2019-10-11T13:46:39,1910111346390000000,f
2019-10-11T13:46:57,1910111346570000000,f
2019-10-11T13:47:15,1910111347150000000,f
2019-10-11T13:47:33,1910111347330000000,f
2019-10-11T13:47:51,1910111347510000000,f
2019-10-11T13:48:09,1910111348090000000,f
2019-10-11T13:48:27,1910111348270000000,f
2019-10-11T13:48:45,1910111348450000000,f
2019-10-11T13:49:03,1910111349030000000,f
2019-10-11T13:49:21,1910111349210000000,f
2019-10-11T13:49:39,1910111349390000000,f
2019-10-11T13:49:57,1910111349570000000,f
2019-10-11T13:50:15,1910111350150000000,f
2019-10-11T13:50:33,1910111350330000000,f
2019-10-11T13:50:51,1910111350510000000,f
2019-10-11T13:51:09,1910111351090000000,f
2019-10-11T13:51:27,1910111351270000000,f
2019-10-11T13:51:45,1910111351450000000,f
2019-10-11T13:52:03,1910111352030000000,f
2019-10-11T13:52:21,1910111352210000000,f
2019-10-11T13:52:39,1910111352390000000,f
2019-10-11T13:52:57,1910111352570000000,f
2019-10-11T13:53:15,1910111353150000000,f
2019-10-11T13:53:33,1910111353330000000,f
2019-10-11T13:53:51,1910111353510000000,t
2019-10-11T13:54:09,1910111354090000000,f
2019-10-11T13:54:27,1910111354270000000,f
2019-10-11T13:54:45,1910111354450000000,f
2019-10-11T13:55:03,1910111355030000000,f
2019-10-11T13:55:21,1910111355210000000,f
2019-10-11T13:55:39,1910111355390000000,f
2019-10-11T13:55:57,1910111355570000000,f
2019-10-11T13:56:15,1910111356150000000,f
2019-10-11T13:56:33,1910111356330000000,f
2019-10-11T13:56:51,1910111356510000000,f
2019-10-11T13:57:09,1910111357090000000,f
2019-10-11T13:57:27,1910111357270000000,f
2019-10-11T13:57:45,1910111357450000000,f
